A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,system:index,month,year,countryCode
0.029773164167627833,-0.1085121107266436,-0.17279507881584008,-0.07535563244905807,-0.006151480199923107,0.05911572472126105,0.16633602460592078,0.186082276047674,0.1085121107266436,0.019930795847750864,0.11909265667051133,-0.07111111111111111,-0.16000000000000003,-0.14173010380622836,0.09356401384083046,-0.029773164167627833,0.03254133025759323,-0.044844290657439445,-0.0629911572472126,0.0015378700499807767,0.10340638216070744,0.15378700499807765,0.0271280276816609,0.19986159169550174,-0.09356401384083046,-0.15378700499807765,0.05911572472126105,-0.17937716262975778,0.22145328719723184,-0.022206843521722412,-0.11374086889657825,0.33685505574778934,0.10340638216070744,-0.012056901191849288,-0.11909265667051133,0.007443291041906958,0.12456747404844293,-0.010396001537870049,-0.01574778931180315,0.1085121107266436,0.07972318339100345,-0.29287197231833906,0.1929104190695886,0.022206843521722412,-0.044844290657439445,0.15378700499807765,-0.17279507881584008,0.01574778931180315,-0.05536332179930796,0.0271280276816609,-0.05911572472126105,0.11909265667051133,-0.17279507881584008,-0.01574778931180315,0.019930795847750864,-0.13016532103037293,-0.10340638216070744,0.07535563244905807,-0.007443291041906958,-0.0629911572472126,0.08882737408688965,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1251,6,2020,IT
-0.029773164167627833,-0.03543252595155709,-0.03543252595155709,0.14173010380622836,0.11909265667051133,-0.13588619761630144,0.17937716262975778,0.21413302575932336,0.2519646289888504,-0.002214532871972318,-0.05911572472126105,-0.13016532103037293,-0.21413302575932336,-0.03254133025759323,-0.022206843521722412,0.029773164167627833,-0.07535563244905807,0.08882737408688965,-0.186082276047674,0.13016532103037293,0.010396001537870049,-0.010396001537870049,0.14173010380622836,0.13588619761630144,0.14769703960015382,0.05173394848135333,-0.16000000000000003,-0.13588619761630144,0.2364628988850442,0.09842368319876971,-0.05536332179930796,0.03844675124951941,0.16633602460592078,0.22145328719723184,0.03543252595155709,-0.07111111111111111,-0.186082276047674,0.04822760476739715,-0.21413302575932336,0.0629911572472126,0.12456747404844293,0.07535563244905807,0.1085121107266436,-0.17937716262975778,-0.15378700499807765,0.16633602460592078,0.01384083044982699,-0.11909265667051133,0.07972318339100345,-0.07972318339100345,-0.04822760476739715,0.13016532103037293,0.006151480199923107,0.08421376393694734,0.13016532103037293,-0.1085121107266436,0.0271280276816609,-0.008858131487889272,-0.15378700499807765,-0.11374086889657825,0.17279507881584008,-0.17279507881584008,-0.09842368319876971,-0.13016532103037293,1252,8,2020,IT
0.004982698961937716,-0.16633602460592078,-0.07972318339100345,0.10340638216070744,0.029773164167627833,0.15378700499807765,0.24415224913494812,0.11909265667051133,0.186082276047674,-0.03254133025759323,-0.01384083044982699,-0.11374086889657825,-0.2364628988850442,5.536332179930795E-4,0.029773164167627833,0.019930795847750864,-0.13588619761630144,0.09842368319876971,-0.09356401384083046,0.08882737408688965,0.0271280276816609,-0.019930795847750864,0.16000000000000003,0.13016532103037293,0.03844675124951941,0.07535563244905807,0.01574778931180315,0.0271280276816609,0.39369473279507883,0.041584006151480196,0.1085121107266436,-0.0271280276816609,0.14769703960015382,0.004982698961937716,-0.11374086889657825,0.041584006151480196,-0.08882737408688965,-0.05911572472126105,-0.09842368319876971,0.22145328719723184,0.2364628988850442,-0.21413302575932336,0.11909265667051133,-0.12456747404844293,-0.017777777777777778,0.08421376393694734,-0.08421376393694734,-0.05173394848135333,0.03844675124951941,0.0629911572472126,-0.186082276047674,0.19986159169550174,-0.11909265667051133,-0.09356401384083046,0.07535563244905807,-0.22145328719723184,-0.017777777777777778,-0.041584006151480196,-0.0271280276816609,-0.1085121107266436,0.12456747404844293,-0.16633602460592078,0.08882737408688965,-0.0271280276816609,1253,8,2020,IT
0.004982698961937716,-0.16633602460592078,-0.07972318339100345,0.10340638216070744,0.029773164167627833,0.15378700499807765,0.24415224913494812,0.11909265667051133,0.186082276047674,-0.03254133025759323,-0.01384083044982699,-0.11374086889657825,-0.2364628988850442,5.536332179930795E-4,0.029773164167627833,0.019930795847750864,-0.13588619761630144,0.09842368319876971,-0.09356401384083046,0.08882737408688965,0.0271280276816609,-0.019930795847750864,0.16000000000000003,0.13016532103037293,0.03844675124951941,0.07535563244905807,0.01574778931180315,0.0271280276816609,0.39369473279507883,0.041584006151480196,0.1085121107266436,-0.0271280276816609,0.14769703960015382,0.004982698961937716,-0.11374086889657825,0.041584006151480196,-0.08882737408688965,-0.05911572472126105,-0.09842368319876971,0.22145328719723184,0.2364628988850442,-0.21413302575932336,0.11909265667051133,-0.12456747404844293,-0.017777777777777778,0.08421376393694734,-0.08421376393694734,-0.05173394848135333,0.03844675124951941,0.0629911572472126,-0.186082276047674,0.19986159169550174,-0.11909265667051133,-0.09356401384083046,0.07535563244905807,-0.22145328719723184,-0.017777777777777778,-0.041584006151480196,-0.0271280276816609,-0.1085121107266436,0.12456747404844293,-0.16633602460592078,0.08882737408688965,-0.0271280276816609,1254,3,2020,IT
0.017777777777777778,-0.06698961937716265,-0.17937716262975778,-0.1085121107266436,-0.044844290657439445,-6.151480199923106E-5,0.12456747404844293,0.17937716262975778,0.12456747404844293,0.010396001537870049,0.11909265667051133,-0.0271280276816609,-0.12456747404844293,-0.13588619761630144,0.08421376393694734,-0.01574778931180315,0.03844675124951941,-0.041584006151480196,-0.06698961937716265,-0.024605920799692427,0.14769703960015382,0.1929104190695886,-0.019930795847750864,0.19986159169550174,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.17279507881584008,0.1085121107266436,-0.012056901191849288,-0.13588619761630144,0.36472126105344094,0.08421376393694734,-0.012056901191849288,-0.08421376393694734,0.017777777777777778,0.16000000000000003,0.007443291041906958,-0.044844290657439445,0.03254133025759323,0.07972318339100345,-0.33685505574778934,0.14173010380622836,0.03254133025759323,-0.03543252595155709,0.11909265667051133,-0.16633602460592078,0.017777777777777778,-0.05911572472126105,0.03254133025759323,-0.04822760476739715,0.08882737408688965,-0.15378700499807765,-0.022206843521722412,-0.003014225297962322,-0.186082276047674,-0.07972318339100345,0.0629911572472126,-0.0629911572472126,-0.019930795847750864,0.11374086889657825,-0.2599000384467512,0.07972318339100345,0.2519646289888504,1255,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1256,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1257,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1258,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1259,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1260,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17937716262975778,-0.1085121107266436,-0.044844290657439445,-6.151480199923106E-5,0.12456747404844293,0.17937716262975778,0.12456747404844293,0.010396001537870049,0.11909265667051133,-0.0271280276816609,-0.12456747404844293,-0.13588619761630144,0.08421376393694734,-0.01574778931180315,0.03844675124951941,-0.041584006151480196,-0.06698961937716265,-0.024605920799692427,0.14769703960015382,0.1929104190695886,-0.019930795847750864,0.19986159169550174,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.17279507881584008,0.1085121107266436,-0.012056901191849288,-0.13588619761630144,0.36472126105344094,0.08421376393694734,-0.012056901191849288,-0.08421376393694734,0.017777777777777778,0.16000000000000003,0.007443291041906958,-0.044844290657439445,0.03254133025759323,0.07972318339100345,-0.33685505574778934,0.14173010380622836,0.03254133025759323,-0.03543252595155709,0.11909265667051133,-0.16633602460592078,0.017777777777777778,-0.05911572472126105,0.03254133025759323,-0.04822760476739715,0.08882737408688965,-0.15378700499807765,-0.022206843521722412,-0.003014225297962322,-0.186082276047674,-0.07972318339100345,0.0629911572472126,-0.0629911572472126,-0.019930795847750864,0.11374086889657825,-0.2599000384467512,0.07972318339100345,0.2519646289888504,1261,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1262,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1263,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1264,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1265,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1266,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1267,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1268,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1269,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17937716262975778,-0.1085121107266436,-0.044844290657439445,-6.151480199923106E-5,0.12456747404844293,0.17937716262975778,0.12456747404844293,0.010396001537870049,0.11909265667051133,-0.0271280276816609,-0.12456747404844293,-0.13588619761630144,0.08421376393694734,-0.01574778931180315,0.03844675124951941,-0.041584006151480196,-0.06698961937716265,-0.024605920799692427,0.14769703960015382,0.1929104190695886,-0.019930795847750864,0.19986159169550174,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.17279507881584008,0.1085121107266436,-0.012056901191849288,-0.13588619761630144,0.36472126105344094,0.08421376393694734,-0.012056901191849288,-0.08421376393694734,0.017777777777777778,0.16000000000000003,0.007443291041906958,-0.044844290657439445,0.03254133025759323,0.07972318339100345,-0.33685505574778934,0.14173010380622836,0.03254133025759323,-0.03543252595155709,0.11909265667051133,-0.16633602460592078,0.017777777777777778,-0.05911572472126105,0.03254133025759323,-0.04822760476739715,0.08882737408688965,-0.15378700499807765,-0.022206843521722412,-0.003014225297962322,-0.186082276047674,-0.07972318339100345,0.0629911572472126,-0.0629911572472126,-0.019930795847750864,0.11374086889657825,-0.2599000384467512,0.07972318339100345,0.2519646289888504,1270,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1271,7,2020,PT
0.017777777777777778,-0.06698961937716265,-0.17279507881584008,-0.11909265667051133,-0.044844290657439445,9.84236831987697E-4,0.11374086889657825,0.17937716262975778,0.13588619761630144,0.008858131487889272,0.11374086889657825,-0.03254133025759323,-0.11374086889657825,-0.14173010380622836,0.09356401384083046,-0.01384083044982699,0.041584006151480196,-0.05173394848135333,-0.0629911572472126,-0.012056901191849288,0.14769703960015382,0.19986159169550174,-0.019930795847750864,0.1929104190695886,-0.16000000000000003,-0.1929104190695886,0.05536332179930796,-0.186082276047674,0.10340638216070744,-0.008858131487889272,-0.14173010380622836,0.36472126105344094,0.08421376393694734,-0.01384083044982699,-0.07972318339100345,0.017777777777777778,0.15378700499807765,0.010396001537870049,-0.05173394848135333,0.0271280276816609,0.07535563244905807,-0.3278123798539023,0.14173010380622836,0.024605920799692427,-0.03254133025759323,0.11909265667051133,-0.16633602460592078,0.024605920799692427,-0.0629911572472126,0.03254133025759323,-0.044844290657439445,0.07972318339100345,-0.15378700499807765,-0.017777777777777778,-0.008858131487889272,-0.17937716262975778,-0.07535563244905807,0.0629911572472126,-0.06698961937716265,-0.019930795847750864,0.11374086889657825,-0.2679584775086506,0.07535563244905807,0.2519646289888504,1272,7,2020,PT
